,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
7375,2489,parker.robinson919,santiago55@example.org,Parker Robinson,Cali,"Cl. 6S # 7L-1 Este, Cali, 884064",2169155227,7479880,10000,7489880,2023-04-30
6533,2490,doris.ballard1932,fmunoz@example.org,Doris Ballard,Bogotá,"Av. carrera 175 # 98-46 Este, El Paujíl, 138149",6194580791,5593115,10000,5603115,2023-12-20
7329,2491,cheri.denk8612,lramos@example.net,Cheri Denk,Bogotá,"Transversal 184 # 4-4, Galapa, 689693",722945523,16644770,10000,16654770,2023-11-27
2496,2492,robert.pinkston7570,albertoguerra@example.org,Robert Pinkston,Cartagena,"Calle 97 # 50-4, El Carmen de Chucurí, 131062",5729472225,33161920,10000,33171920,2023-10-11
6581,2493,billy.yap5128,yulieth33@example.org,Billy Yap,Medellín,"Cl. 20L # 3-2, Chitagá, 417411",742070325,9673405,10000,9683405,2023-02-01
9781,2494,william.neace2763,alexandralara@example.com,William Neace,Cali,"Cr. 63 # 26-98, Santa Sofía, 524562",9801993651,9862146,10000,9872146,2023-07-12
7605,2495,melissa.solomon8822,rodriguezandres@example.net,Melissa Solomon,Cali,"Avenida José Germán Torres # 71-61 Este, El Charco, 970132",736644990,15982266,10000,15992266,2023-06-30
8332,2496,carrie.ott4054,marianaarias@example.com,Carrie Ott,Bogotá,"Cl. 46 # 3-8, Chinavita, 447232",4400425839,14024952,10000,14034952,2023-10-26
5456,2497,elizabeth.gearhart5897,ayalanestor@example.net,Elizabeth Gearhart,Cali,"Cr. 34O # 7-12 Sur, Santa Rosa de Cabal, 994451",1353848782,13562430,10000,13572430,2023-06-22
9846,2498,sheila.malin5352,luis68@example.org,Sheila Malin,Bogotá,"Cr. 42Q # 5-42, Los Patios, 865550",5457346187,3267500,10000,3277500,2023-06-24
9824,2499,homer.wilson4754,paola50@example.org,Homer Wilson,Medellín,"Calle 84D # 7H-75 Sur, Nariño, 410891",2852820082,7050044,10000,7060044,2023-02-12
3617,2500,heidi.jernigan7045,armandomunoz@example.com,Heidi Jernigan,Medellín,"Cr. 154 Bis # 18-60 Este, Tocaima, 114206",9677595416,23011336,10000,23021336,2023-04-09
6963,2501,sandra.guzman9258,fernandoguerrero@example.org,Sandra Guzman,Cali,"Cr. 34 # 2-3 Sur, Bojacá, 686573",9761335658,10649956,10000,10659956,2023-10-12
1207,2502,martin.taylor8675,felipe94@example.net,Martin Taylor,Medellín,"Cr. 115 # 7Y-28 Sur, Lloró, 189214",2034983929,2491230,10000,2501230,2023-03-12
13174,2503,martin.niles9723,yordonez@example.org,Martin Niles,Medellín,"Carrera 178N Este # 96-9, Montelíbano, 990384",728923959,1852943,10000,1862943,2023-08-02
12240,2504,donna.yant4816,yuranilopez@example.com,Donna Yant,Cali,"Av. Elizabeth Nelly Gutiérrez Hernández # 5-1, Popayán, 118727",2591468072,1653589,10000,1663589,2023-04-27
2614,2505,patricia.jenkins1808,navarrostella@example.org,Patricia Jenkins,Cali,"Carrera 149 # 48-1 Este, Condoto, 119994",4626664248,1810907,10000,1820907,2023-08-07
3852,2506,brian.howard3557,herreramiryam@example.net,Brian Howard,Cali,"Transversal 138 # 33-2 Sur, Herveo, 174652",9863663870,25346043,10000,25356043,2023-05-23
2826,2507,thomas.chavez8761,segundofuentes@example.com,Thomas Chavez,Cartagena,"Carrera 85 # 2J-67 Sur, Almaguer, 943816",3017347040,2017843,10000,2027843,2023-10-16
5713,2508,james.hall9421,ortizcatalina@example.net,James Hall,Cartagena,"Calle 1Z # 60B-8 Este, Charta, 117880",2972306457,10879092,10000,10889092,2023-09-11
13819,2509,charles.bartholomew1594,narias@example.net,Charles Bartholomew,Bogotá,"Avenida calle 57 # 18-28 Sur, El Carmen de Atrato, 252008",3787340845,36907605,10000,36917605,2023-06-08
3150,2510,theresa.hernandez8764,agudelojose@example.org,Theresa Hernandez,Bogotá,"Carrera 44 # 90-3 Este, Betulia, 156918",4204965398,12055878,10000,12065878,2023-05-08
11006,2511,elizabeth.daniels1327,gutierrezalvaro@example.com,Elizabeth Daniels,Bogotá,"Calle 111 # 3-73, Sonsón, 197297",3337892434,7985784,10000,7995784,2023-10-18
13140,2512,silva.meyer9093,rosasalazar@example.com,Silva Meyer,Cali,"Carrera 32 # 2-33, Cáceres, 277836",6279009646,1977450,10000,1987450,2023-12-12
3613,2513,ross.courtney7918,yleon@example.com,Ross Courtney,Bogotá,"Carrera 116Z # 20-21 Sur, Zapayán, 957791",4110788276,3288014,10000,3298014,2023-10-04
9484,2514,ronnie.masuda5997,camachosonia@example.org,Ronnie Masuda,Cartagena,"Carrera 2ª # 3-23 Sur, Miraflores, 255424",441116222,11073684,10000,11083684,2023-12-02
6719,2515,john.neal8716,quinteromaria@example.org,John Neal,Cartagena,"Dg. 38 # 9-85 Sur, Condoto, 912958",638134908,10075563,10000,10085563,2024-01-01
4231,2516,remona.pranger2338,wilson77@example.com,Remona Pranger,Medellín,"Carrera 86 # 35-39 Este, Villanueva, 199261",8217239061,172184,10000,182184,2023-04-11
7238,2517,lee.gorius5269,monica93@example.net,Lee Gorius,Medellín,"Cr. 126R # 1R-8, Barichara, 913177",8073082650,24234078,10000,24244078,2023-12-30
10559,2518,debra.randall5205,qmoreno@example.org,Debra Randall,Bogotá,"Diagonal 14M # 84N-5, Venecia, 865439",5466641081,1275900,10000,1285900,2023-09-14
3070,2519,debbie.kremen6385,zrodriguez@example.com,Debbie Kremen,Medellín,"Avenida Luz Palacios # 2-14 Este, Zapayán, 085542",3907540578,9098256,10000,9108256,2023-12-26
11180,2520,tyler.dilley5051,vanessa70@example.org,Tyler Dilley,Cartagena,"Carrera 88 # 6-2 Sur, Planeta Rica, 639801",7650587752,3758620,10000,3768620,2023-04-26
10565,2521,derrick.dotson6453,sototeresa@example.net,Derrick Dotson,Bogotá,"Calle 61 # 5-4 Sur, Pamplonita, 270584",4893297680,2741085,10000,2751085,2023-07-11
8820,2522,eduardo.heller2221,osanchez@example.org,Eduardo Heller,Cartagena,"Transversal 60 # 9-27 Sur, Nóvita, 543079",4731030117,12546414,10000,12556414,2023-11-12
5579,2523,john.carey4754,zapataalejandro@example.com,John Carey,Cali,"Carrera 132 # 6-2 Este, El Litoral del San Juan, 541130",3416520143,14088340,10000,14098340,2023-07-26
11247,2524,joseph.richardson7011,fernando96@example.com,Joseph Richardson,Medellín,"Cl. 54 # 45X-13, Puerto Rico, 086946",4323022786,7877157,10000,7887157,2023-09-02
14680,2525,gail.myers7706,castromaria@example.org,Gail Myers,Cali,"Calle 101 # 15E-79 Sur, Potosí, 869565",3458531388,6711738,10000,6721738,2023-08-18
3965,2526,pearl.phillips1401,martinezjorge@example.org,Pearl Phillips,Bogotá,"Transversal 6ª # 18-61 Sur, Cajicá, 702532",6316465951,7333344,10000,7343344,2023-09-13
13730,2527,michael.quinn6819,fernando83@example.net,Michael Quinn,Cali,"Av. Macaravita # 2D-87, San Jacinto del Cauca, 279521",7975553393,23876734,10000,23886734,2023-08-04
11022,2528,jeremy.eggert6059,carolinacarvajal@example.net,Jeremy Eggert,Cartagena,"Tr. 62 # 4-71, Medio San Juan, 855375",5330546787,169955,10000,179955,2023-07-31
4795,2529,deanna.morales9587,zgarzon@example.org,Deanna Morales,Bogotá,"Carrera 182 # 6-6 Sur, Nimaima, 176434",8073480782,20056700,10000,20066700,2023-09-08
11622,2530,ethel.farkas2352,leidytorres@example.org,Ethel Farkas,Cartagena,"Diagonal 35 # 15-66, Manaure Balcón del Cesar, 256845",5577625358,20325424,10000,20335424,2023-11-05
472,2531,dorothy.smith2882,patricia87@example.net,Dorothy Smith,Bogotá,"Avenida Rodríguez # 90-44, El Piñón, 237107",8238143437,7846620,10000,7856620,2023-06-18
8938,2532,norma.cowboy1297,pedro76@example.com,Norma Cowboy,Bogotá,"Cr. 8ª # 83-3 Este, Vistahermosa, 200146",7992280985,5757045,10000,5767045,2023-08-30
7201,2533,rachel.knight646,rmoreno@example.net,Rachel Knight,Cartagena,"Av. Coveñas # 2-5 Sur, Zaragoza, 081758",5274149375,19667300,10000,19677300,2023-03-25
1816,2534,alison.gordon9041,pforero@example.com,Alison Gordon,Cartagena,"Cr. 5ª # 9-11, Bojayá, 861442",5776234824,3557456,10000,3567456,2023-06-28
5115,2535,richard.figueroa4043,jimenezmarly@example.net,Richard Figueroa,Cali,"Cl. 193 # 1-78 Sur, Santo Domingo, 682675",2260153561,3550590,10000,3560590,2023-06-02
9219,2536,alma.fletcher9893,correaeugenia@example.net,Alma Fletcher,Bogotá,"Cl. 36 # 1-7 Este, Altos del Rosario, 914223",5710128440,24603222,10000,24613222,2023-07-05
809,2537,maurice.honkanen7903,henry43@example.org,Maurice Honkanen,Bogotá,"Cl. 8ª # 1-56, Páez, 414576",116975921,7727925,10000,7737925,2023-08-23
7015,2538,oliver.renfrow7203,ramosjulia@example.org,Oliver Renfrow,Bogotá,"Cr. 31 # 1-17, Belén, 704091",1352226857,5172000,10000,5182000,2023-03-18
10646,2539,ashley.allman6946,fmartinez@example.org,Ashley Allman,Medellín,"Avenida calle 129 # 5P-17, San Juan del Cesar, 959816",7910976270,15675170,10000,15685170,2023-11-02
1205,2540,robert.morrison5800,amonroy@example.org,Robert Morrison,Bogotá,"Cl. 9ª # 75-28, Uribia, 151712",8777877527,455654,10000,465654,2023-07-21
9574,2541,nellie.carswell7656,ivonnepulido@example.com,Nellie Carswell,Medellín,"Dg. 191 # 3-9, Villeta, 505371",9395055717,1705524,10000,1715524,2023-03-09
873,2542,charles.fernandez5844,alicia78@example.net,Charles Fernandez,Cartagena,"Cl. 67 # 46-4, Sogamoso, 912735",9041411624,3922215,10000,3932215,2023-10-20
1632,2543,paul.cooper2339,elena93@example.com,Paul Cooper,Bogotá,"Cr. 2 Bis # 50-2, Briceño, 682584",5072271921,517824,10000,527824,2023-07-06
5979,2544,bennie.cummings5003,cecilialoaiza@example.org,Bennie Cummings,Medellín,"Avenida Rivera # 33-94, Providencia, 136641",9455282630,80955,10000,90955,2023-10-19
8786,2545,javier.lee6248,umoreno@example.org,Javier Lee,Cali,"Cl. 42 # 7-2 Sur, El Rosal, 912397",748636355,3891382,10000,3901382,2023-02-04
3702,2546,tiffany.schuldt1709,sanchezdenis@example.net,Tiffany Schuldt,Medellín,"Carrera 75D # 77F-98 Este, Manatí, 865308",8479447064,7962196,10000,7972196,2023-01-15
8868,2547,mildred.walker2678,iparra@example.net,Mildred Walker,Cartagena,"Cr. 47 # 8W-79, Gámbita, 150884",1787992993,11670780,10000,11680780,2023-06-19
11628,2548,jennifer.stanley5226,nvelasco@example.com,Jennifer Stanley,Bogotá,"Cl. 54 # 40-41 Sur, La Uvita, 544748",479981992,5693529,10000,5703529,2023-08-10
7430,2549,james.fortune2750,nataliaburbano@example.org,James Fortune,Bogotá,"Cr. 187P # 4-36 Este, Tocaima, 687419",3387296806,1645461,10000,1655461,2023-03-03
14451,2550,teresa.jackson7961,tbohorquez@example.net,Teresa Jackson,Cali,"Transversal 36Z Este # 2-17 Sur, Nobsa, 542778",7599627600,1528197,10000,1538197,2023-01-27
1517,2551,james.moore4925,ramirezoscar@example.org,James Moore,Cartagena,"Avenida San Francisco # 8-41, Turbaná, 636696",5042978635,9301611,10000,9311611,2023-05-03
8432,2552,kimberly.shepherd6106,ihernandez@example.net,Kimberly Shepherd,Cali,"Carrera 4ª # 40-7 Este, San Francisco, 154139",2621144356,16531890,10000,16541890,2023-04-22
2110,2553,mildred.rutledge2664,elenasanchez@example.com,Mildred Rutledge,Cartagena,"Cl. 5ª # 5A-9, Mongua, 760771",6866159844,20218065,10000,20228065,2023-11-11
7545,2554,christine.adams1185,ggonzalez@example.org,Christine Adams,Cartagena,"Carrera 173 # 5-3 Este, Cartagena del Chairá, 187499",6782417062,5788720,10000,5798720,2023-12-29
14127,2555,roger.turner8333,andresgarcia@example.com,Roger Turner,Bogotá,"Cr. 4ª # 8-95 Sur, Cajamarca, 956308",9367357029,4309382,10000,4319382,2023-12-20
5566,2556,annette.klein7064,canomaria@example.net,Annette Klein,Bogotá,"Cr. 35R Sur # 1-49 Sur, Gama, 114713",3548532662,23335662,10000,23345662,2023-05-09
3106,2557,gerald.borman5722,bruiz@example.net,Gerald Borman,Medellín,"Cl. 20 # 8-88, González, 880591",50666936,1336300,10000,1346300,2023-01-28
8007,2558,peter.janes8491,ruth79@example.org,Peter Janes,Bogotá,"Avenida Casanare # 92-23 Sur, Junín, 134813",2879444205,1625112,10000,1635112,2023-09-14
3114,2559,stephanie.carney2780,roseroedward@example.org,Stephanie Carney,Bogotá,"Cr. 81 # 2-35, Nariño, 859639",6096948389,7811322,10000,7821322,2023-07-15
11668,2560,jerry.slonaker125,luis27@example.com,Jerry Slonaker,Cali,"Calle 5ª # 41-1, Simacota, 500462",9216777825,340162,10000,350162,2023-04-22
6234,2561,jill.crissler2223,bgarcia@example.org,Jill Crissler,Cali,"Carrera 54 # 44-51 Sur, Cota, 082929",2684712988,11082276,10000,11092276,2023-04-14
690,2562,larry.ahlman6027,alfonsojose@example.com,Larry Ahlman,Medellín,"Cl. 6S # 5-5, Planadas, 911891",8129009516,3309368,10000,3319368,2023-07-23
14614,2563,lesley.stewart9116,lucia39@example.com,Lesley Stewart,Bogotá,"Cl. 27V # 9-68 Este, Mutiscua, 768449",8673915754,1923198,10000,1933198,2023-04-07
8194,2564,joseph.carlson8062,diegogranados@example.com,Joseph Carlson,Cartagena,"Carrera 47 # 6-8, Santo Tomás, 177033",6338023229,15230760,10000,15240760,2023-01-30
14783,2565,nancy.gregory7747,durancarolina@example.org,Nancy Gregory,Medellín,"Transversal 117Q Este # 1-8, Junín, 447772",8636727957,14844985,10000,14854985,2023-02-28
9065,2566,ronald.nieman3541,garciajairo@example.org,Ronald Nieman,Medellín,"Cl. 2F Sur # 85-3, Cértegui, 707144",7098859518,7952466,10000,7962466,2023-04-20
14464,2567,stacey.graves908,martha65@example.net,Stacey Graves,Bogotá,"Carrera 132 # 58-19, Riosucio, 976064",6638654194,15955857,10000,15965857,2023-11-18
5724,2568,samuel.jusino9222,arroyoleonor@example.org,Samuel Jusino,Cali,"Carrera 28 # 72M-8 Sur, Chaparral, 942983",11171903,3887254,10000,3897254,2023-08-28
9575,2569,christine.decker6354,vivianarodriguez@example.com,Christine Decker,Bogotá,"Diagonal 85I # 6-52, Tinjacá, 637711",3649575050,2768294,10000,2778294,2023-05-04
14597,2570,deborah.kroeger1016,orestrepo@example.net,Deborah Kroeger,Cartagena,"Calle 5 Bis # 2-2 Sur, Urrao, 479737",1504427397,7212208,10000,7222208,2023-02-15
10440,2571,heidi.haynesworth3372,tororoberto@example.net,Heidi Haynesworth,Medellín,"Calle 99 # 92-8, El Tablón de Gómez, 688948",5593259580,2057816,10000,2067816,2023-05-02
948,2572,emma.barnett438,andrea09@example.org,Emma Barnett,Medellín,"Dg. 58 Este # 6M-4 Sur, Córdoba, 256005",8975508306,20659737,10000,20669737,2023-05-07
7177,2573,shara.jennings4823,vasquezjose@example.org,Shara Jennings,Cartagena,"Av. calle 178 # 3V-11 Este, Icononzo, 814915",629885227,19603490,10000,19613490,2023-07-02
14686,2574,tracey.welch7438,aperez@example.org,Tracey Welch,Bogotá,"Cl. 26 # 53P-3 Este, Cogua, 502797",1731357975,6217883,10000,6227883,2023-09-24
4449,2575,sarah.mcmillian149,lgomez@example.com,Sarah Mcmillian,Medellín,"Avenida calle 3ª # 1-8 Este, Palestina, 954422",8628640327,1192080,10000,1202080,2023-05-15
2059,2576,nita.driggs9955,diegosanchez@example.org,Nita Driggs,Cali,"Avenida Santander # 2-93 Este, Chigorodó, 500601",2290959513,3696283,10000,3706283,2023-12-04
3170,2577,charles.philo7044,zcordoba@example.org,Charles Philo,Cartagena,"Cr. 65 # 1-28 Este, La Paz, 990474",5257261104,16346944,10000,16356944,2023-06-26
6440,2578,brandon.gardner8316,luis25@example.com,Brandon Gardner,Cartagena,"Calle 27 # 19-8 Este, San Luis, 509451",9465168842,6436905,10000,6446905,2023-01-31
4059,2579,helen.sturrock2713,mariacortes@example.com,Helen Sturrock,Cartagena,"Cl. 96 # 7-5 Sur, Samaná, 475092",5053999596,15211341,10000,15221341,2023-02-07
2892,2580,bertha.wittmer4819,arizayolanda@example.net,Bertha Wittmer,Medellín,"Cl. 39 # 32-60 Sur, Yavaraté, 684341",194179329,10233895,10000,10243895,2023-05-07
9303,2581,dorethea.jones4416,zguerrero@example.com,Dorethea Jones,Bogotá,"Cr. 81G Sur # 33-43 Este, Floridablanca, 254209",3112704486,7532574,10000,7542574,2023-10-30
5611,2582,eugene.strahle3673,trujillomaria@example.org,Eugene Strahle,Medellín,"Cr. 88E Este # 3-7 Este, Villagarzón, 767686",5044036106,16326216,10000,16336216,2023-04-16
189,2583,daniel.barton8351,hernandeznel@example.net,Daniel Barton,Cali,"Carrera 14 # 2-55 Este, Zambrano, 811071",6272204971,35407584,10000,35417584,2023-12-19
5480,2584,james.cowart6792,gladysguerrero@example.net,James Cowart,Bogotá,"Diagonal 55J Sur # 7-1, Chinú, 631483",7252306480,2427123,10000,2437123,2023-06-13
6786,2585,norman.schulz632,fdominguez@example.com,Norman Schulz,Bogotá,"Carrera 7ª # 1-8 Este, Cisneros, 520287",2311136378,749232,10000,759232,2023-02-27
7574,2586,rick.vandiford439,tdiaz@example.com,Rick Vandiford,Bogotá,"Calle 116 # 8I-8 Sur, Caldono, 861281",2580227397,13875169,10000,13885169,2023-08-27
2898,2587,edwin.sosa3697,andres01@example.org,Edwin Sosa,Medellín,"Cl. 33K # 6-42 Este, Mercaderes, 256280",227844995,12518613,10000,12528613,2023-05-10
7389,2588,jaime.pair8396,zchaparro@example.org,Jaime Pair,Bogotá,"Calle 49 # 29-3, Pesca, 054972",3916061729,16941000,10000,16951000,2023-08-10
10985,2589,dana.smith3530,gomezmarcela@example.net,Dana Smith,Cartagena,"Cr. 40 # 8-71 Este, Yalí, 115230",9359755564,2313946,10000,2323946,2023-04-22
2786,2590,emma.mcmullen8430,rodriguezmarcela@example.org,Emma Mcmullen,Cali,"Cl. 141 Este # 51-75 Este, Barranquilla, 190252",7317884882,7786050,10000,7796050,2023-03-17
5423,2591,mavis.weichbrodt478,irmagonzalez@example.net,Mavis Weichbrodt,Cartagena,"Carrera 51 # 39C-5 Sur, San Cayetano, 681012",3401363284,3726735,10000,3736735,2023-06-22
12317,2592,jesse.pulido1945,teresaduran@example.net,Jesse Pulido,Bogotá,"Av. Angélica Hernández Ruiz # 32-6 Este, Puerto Salgar, 181061",5967435225,2900636,10000,2910636,2023-10-25
2170,2593,mabel.shahan6280,gomezjose@example.com,Mabel Shahan,Cartagena,"Transversal 93U # 49-40, El Carmen, 816936",5469970959,2183332,10000,2193332,2023-04-11
8031,2594,andrew.lebaron6271,mariaruiz@example.org,Andrew Lebaron,Bogotá,"Carrera 103 # 54-1, Caldas, 525815",507013013,6498945,10000,6508945,2023-02-15
7650,2595,kieth.jernigan7713,concepcionestrada@example.org,Kieth Jernigan,Bogotá,"Cr. 2ª # 2H-87, Ginebra, 910567",7589989705,2646189,10000,2656189,2023-12-29
80,2596,lyle.uzelac4097,joseacosta@example.com,Lyle Uzelac,Cali,"Diagonal 135 Bis # 87I-8, La Ceja, 055560",8145977150,19146318,10000,19156318,2023-02-13
375,2597,edward.brown3012,milena34@example.org,Edward Brown,Cali,"Cl. 124 # 7-83 Sur, Filadelfia, 817105",5983358135,20172740,10000,20182740,2023-06-16
4735,2598,thomas.cioffi2334,cristinagomez@example.net,Thomas Cioffi,Bogotá,"Carrera 180 Este # 2-4 Sur, El Guacamayo, 681392",9938816673,7256604,10000,7266604,2023-02-27
10097,2599,joy.robinett7442,guerreroesteban@example.com,Joy Robinett,Cartagena,"Av. Cifuentes # 8-9 Sur, Pailitas, 082456",4024918451,7243713,10000,7253713,2023-08-24
9599,2600,norbert.pannell9948,leoncesar@example.net,Norbert Pannell,Medellín,"Cr. 67 # 26-73 Este, Ancuya, 139919",9036532840,1754130,10000,1764130,2023-10-19
11905,2601,louis.welte2806,mgonzalez@example.net,Louis Welte,Cali,"Av. calle 74 # 52-7 Este, Puerto Rondón, 117046",7729317243,2478930,10000,2488930,2023-10-24
11595,2602,thomas.scott8350,esther85@example.net,Thomas Scott,Medellín,"Cr. 133G # 3-42, Tunja, 858922",8560600678,6801325,10000,6811325,2023-11-19
6145,2603,claudine.jones7268,gaviriaana@example.net,Claudine Jones,Cali,"Calle 79 # 73-81 Sur, Jericó, 944747",9190507308,21552210,10000,21562210,2023-05-06
13492,2604,armando.smith565,promero@example.com,Armando Smith,Bogotá,"Carrera 21 # 96V-9, Risaralda, 233748",9839427625,2378348,10000,2388348,2023-11-20
7644,2605,tim.stoltzfus7939,delgadoemilia@example.org,Tim Stoltzfus,Cartagena,"Cl. 5 Sur # 7-6 Este, Nuquí, 254769",4692376386,14221900,10000,14231900,2023-07-31
8817,2606,armando.smith565,promero@example.com,Armando Smith,Bogotá,"Carrera 21 # 96V-9, Risaralda, 233748",9839427625,21033384,10000,21043384,2023-01-09
2368,2607,jessica.nolan8503,carmengonzalez@example.com,Jessica Nolan,Bogotá,"Carrera 56 # 9-42 Este, Armenia, 202525",4922660992,7721273,10000,7731273,2023-07-10
13003,2608,shannon.johnston7502,fredybedoya@example.com,Shannon Johnston,Bogotá,"Avenida calle 2ª # 27-50 Este, Simijaca, 470175",7940490303,3148890,10000,3158890,2023-04-27
5093,2609,craig.hinkley1657,wcarrillo@example.net,Craig Hinkley,Medellín,"Calle 34 Sur # 6-96 Este, Santa Catalina, 208076",2449171011,21665140,10000,21675140,2023-07-04
6862,2610,linda.drake7287,enriquevargas@example.net,Linda Drake,Bogotá,"Av. carrera 18 # 1-64 Este, Sibaté, 663291",4110493203,9036006,10000,9046006,2023-12-25
6334,2611,gary.crowe3295,juansanchez@example.org,Gary Crowe,Cartagena,"Calle 118 Este # 18-54, Puerto Berrío, 472971",6330828364,1457268,10000,1467268,2023-02-26
76,2612,shannon.carson2119,rivasshirley@example.org,Shannon Carson,Cartagena,"Cr. 2N Bis C # 3-96 Sur, Amalfi, 085234",7836761820,1919240,10000,1929240,2023-10-07
